HAX54_000001-T1	IPR018545
HAX54_047736-T1	IPR008686
HAX54_047744-T1	IPR001750
HAX54_047749-T1	IPR001750
HAX54_047756-T1	IPR001763
HAX54_047765-T1	IPR019137
HAX54_047766-T1	IPR003115
HAX54_047767-T1	IPR001310
HAX54_047767-T1	IPR011146
HAX54_047768-T1	IPR040911
HAX54_047770-T1	IPR026961
HAX54_047771-T1	IPR000719
HAX54_047771-T1	IPR013695
HAX54_047771-T1	IPR025287
HAX54_047772-T1	IPR003358
HAX54_047773-T1	IPR002213
HAX54_047776-T1	IPR000164
HAX54_047776-T1	IPR007125
HAX54_047777-T1	IPR001789
HAX54_047777-T1	IPR003594
HAX54_047777-T1	IPR003661
HAX54_047777-T1	IPR004358
HAX54_047777-T1	IPR005467
HAX54_047779-T1	IPR000796
HAX54_047779-T1	IPR004839
HAX54_047784-T1	IPR009818
HAX54_047785-T1	IPR005139
HAX54_047787-T1	IPR000490
HAX54_047788-T1	IPR006094
HAX54_047788-T1	IPR015345
HAX54_047788-T1	IPR016166
HAX54_047789-T1	IPR002048
HAX54_047790-T1	IPR004993
HAX54_047791-T1	IPR004993
HAX54_047793-T1	IPR004853
HAX54_047794-T1	IPR029164
HAX54_047796-T1	IPR019155
HAX54_047799-T1	IPR000484
HAX54_047802-T1	IPR004345
HAX54_047803-T1	IPR003851
HAX54_047804-T1	IPR008728
HAX54_047805-T1	IPR013149
HAX54_047805-T1	IPR013154
HAX54_047806-T1	IPR013149
HAX54_047806-T1	IPR013154
HAX54_047807-T1	IPR013149
HAX54_047807-T1	IPR013154
HAX54_047808-T1	IPR001841
HAX54_047808-T1	IPR002867
HAX54_047809-T1	IPR013154
HAX54_047810-T1	IPR013149
HAX54_047810-T1	IPR013154
HAX54_047811-T1	IPR013149
HAX54_047811-T1	IPR013154
HAX54_047812-T1	IPR013149
HAX54_047812-T1	IPR013154
HAX54_047814-T1	IPR005150
HAX54_047816-T1	IPR010264
HAX54_047817-T1	IPR000783
HAX54_047817-T1	IPR005571
HAX54_047818-T1	IPR000679
HAX54_047820-T1	IPR001844
HAX54_047820-T1	IPR002423
HAX54_047820-T1	IPR004265
HAX54_047821-T1	IPR000417
HAX54_047822-T1	IPR003406
HAX54_047823-T1	IPR000679
HAX54_047824-T1	IPR005571
HAX54_047825-T1	IPR029481
HAX54_047826-T1	IPR003439
HAX54_047826-T1	IPR013525
HAX54_047827-T1	IPR013525
HAX54_047828-T1	IPR013525
HAX54_047828-T1	IPR013581
HAX54_047830-T1	IPR013525
HAX54_047831-T1	IPR013525
HAX54_047832-T1	IPR002547
HAX54_047832-T1	IPR014758
HAX54_047832-T1	IPR015413
HAX54_047832-T1	IPR033911
HAX54_047833-T1	IPR005150
HAX54_047834-T1	IPR005299
HAX54_047835-T1	IPR001099
HAX54_047835-T1	IPR012328
HAX54_047836-T1	IPR001236
HAX54_047836-T1	IPR001557
HAX54_047837-T1	IPR007214
HAX54_047839-T1	IPR004241
HAX54_047840-T1	IPR000490
HAX54_047840-T1	IPR012946
HAX54_047843-T1	IPR000490
HAX54_047847-T1	IPR007120
HAX54_047848-T1	IPR007642
HAX54_047848-T1	IPR007645
HAX54_047853-T1	IPR000932
HAX54_047857-T1	IPR001280
HAX54_047858-T1	IPR006137
HAX54_047860-T1	IPR000685
HAX54_047863-T1	IPR000932
HAX54_047864-T1	IPR000218
HAX54_047865-T1	IPR004806
HAX54_047865-T1	IPR015360
HAX54_047865-T1	IPR015940
HAX54_047866-T1	IPR000626
HAX54_047868-T1	IPR000719
HAX54_047869-T1	IPR001180
HAX54_047871-T1	IPR000547
HAX54_047871-T1	IPR019452
HAX54_047871-T1	IPR019453
HAX54_047877-T1	IPR001135
HAX54_047880-T1	IPR000504
HAX54_047883-T1	IPR006957
HAX54_047884-T1	IPR005135
HAX54_047885-T1	IPR004088
HAX54_047886-T1	IPR004140
HAX54_047887-T1	IPR006721
HAX54_047888-T1	IPR004713
HAX54_047888-T1	IPR004798
HAX54_047888-T1	IPR004837
HAX54_047891-T1	IPR002110
HAX54_047891-T1	IPR020683
HAX54_047891-T1	IPR026961
HAX54_047892-T1	IPR007282
HAX54_047893-T1	IPR001752
HAX54_047894-T1	IPR000778
HAX54_047894-T1	IPR002048
HAX54_047894-T1	IPR013112
HAX54_047894-T1	IPR013121
HAX54_047894-T1	IPR013130
HAX54_047894-T1	IPR013623
HAX54_047894-T1	IPR017927
HAX54_047896-T1	IPR001356
HAX54_047897-T1	IPR040464
HAX54_047897-T1	IPR041429
HAX54_047904-T1	IPR000889
HAX54_047906-T1	IPR000889
HAX54_047907-T1	IPR006569
HAX54_047917-T1	IPR001611
HAX54_047920-T1	IPR003657
HAX54_047924-T1	IPR011598
HAX54_047926-T1	IPR019448
HAX54_047927-T1	IPR006434
HAX54_047928-T1	IPR002109
HAX54_047929-T1	IPR001841
HAX54_047931-T1	IPR002939
HAX54_047935-T1	IPR011598
HAX54_047936-T1	IPR019734
HAX54_047939-T1	IPR016140
HAX54_047940-T1	IPR000528
HAX54_047940-T1	IPR016140
HAX54_047949-T1	IPR000330
HAX54_047949-T1	IPR025766
HAX54_047950-T1	IPR000330
HAX54_047950-T1	IPR014001
HAX54_047953-T1	IPR001650
HAX54_047959-T1	IPR003316
HAX54_047959-T1	IPR003406
HAX54_047959-T1	IPR014889
HAX54_047961-T1	IPR002347
HAX54_047966-T1	IPR007656
HAX54_047969-T1	IPR000719
HAX54_047969-T1	IPR001245
HAX54_047970-T1	IPR000014
HAX54_047970-T1	IPR013767
HAX54_047972-T1	IPR018392
HAX54_047977-T1	IPR002100
HAX54_047979-T1	IPR002213
HAX54_047982-T1	IPR002935
HAX54_047989-T1	IPR002885
HAX54_047990-T1	IPR017877
HAX54_047992-T1	IPR000571
HAX54_047992-T1	IPR002110
HAX54_047992-T1	IPR020683
HAX54_047994-T1	IPR001441
HAX54_047996-T1	IPR019378
HAX54_047997-T1	IPR027329
HAX54_047998-T1	IPR002933
HAX54_047998-T1	IPR010158
HAX54_047999-T1	IPR006767
HAX54_047999-T1	IPR006768
HAX54_048001-T1	IPR012946
HAX54_048002-T1	IPR004883
HAX54_048003-T1	IPR004827
HAX54_048004-T1	IPR001806
HAX54_048004-T1	IPR005225
HAX54_048005-T1	IPR001841
HAX54_048006-T1	IPR007273
HAX54_048008-T1	IPR008507
HAX54_048010-T1	IPR001077
HAX54_048010-T1	IPR012967
HAX54_048010-T1	IPR016461
HAX54_048011-T1	IPR001077
HAX54_048011-T1	IPR012967
HAX54_048011-T1	IPR016461
HAX54_048014-T1	IPR005061
HAX54_048017-T1	IPR001471
HAX54_048018-T1	IPR003663
HAX54_048018-T1	IPR005828
HAX54_048018-T1	IPR020846
HAX54_048022-T1	IPR000719
HAX54_048036-T1	IPR003441
HAX54_048037-T1	IPR000008
HAX54_048037-T1	IPR000225
HAX54_048043-T1	IPR004159
HAX54_048044-T1	IPR004159
HAX54_048045-T1	IPR004159
HAX54_048046-T1	IPR002048
HAX54_048048-T1	IPR010233
HAX54_048049-T1	IPR002020
HAX54_048050-T1	IPR010684
HAX54_048051-T1	IPR001611
HAX54_048051-T1	IPR013210
HAX54_048052-T1	IPR000719
HAX54_048052-T1	IPR001245
HAX54_048053-T1	IPR000719
HAX54_048053-T1	IPR001245
HAX54_048053-T1	IPR001611
HAX54_048053-T1	IPR021720
HAX54_048054-T1	IPR026057
HAX54_048055-T1	IPR001128
HAX54_048055-T1	IPR002403
HAX54_048056-T1	IPR013766
HAX54_048059-T1	IPR006043
HAX54_048060-T1	IPR001701
HAX54_048061-T1	IPR027923
HAX54_048064-T1	IPR001781
HAX54_048071-T1	IPR004045
HAX54_048071-T1	IPR010987
HAX54_048072-T1	IPR004045
HAX54_048072-T1	IPR010987
HAX54_048073-T1	IPR004045
HAX54_048074-T1	IPR004045
HAX54_048074-T1	IPR010987
HAX54_048075-T1	IPR010987
HAX54_048076-T1	IPR001394
HAX54_048076-T1	IPR028889
HAX54_048077-T1	IPR004853
HAX54_048078-T1	IPR000262
HAX54_048078-T1	IPR037396
HAX54_048079-T1	IPR004294
HAX54_048080-T1	IPR001789
HAX54_048080-T1	IPR003018
HAX54_048080-T1	IPR003594
HAX54_048080-T1	IPR003661
HAX54_048080-T1	IPR004358
HAX54_048080-T1	IPR005467
HAX54_048081-T1	IPR000504
HAX54_048081-T1	IPR009818
HAX54_048082-T1	IPR001841
HAX54_048085-T1	IPR001180
HAX54_048086-T1	IPR000547
HAX54_048086-T1	IPR019452
HAX54_048086-T1	IPR019453
HAX54_048087-T1	IPR005123
HAX54_048087-T1	IPR026992
HAX54_048088-T1	IPR005123
HAX54_048088-T1	IPR026992
HAX54_048091-T1	IPR019787
HAX54_048091-T1	IPR034732
HAX54_048093-T1	IPR000719
HAX54_048094-T1	IPR002139
HAX54_048094-T1	IPR011611
HAX54_048095-T1	IPR002579
HAX54_048096-T1	IPR000980
HAX54_048097-T1	IPR016087
HAX54_048098-T1	IPR012946
HAX54_048099-T1	IPR000092
HAX54_048100-T1	IPR000223
HAX54_048100-T1	IPR019533
HAX54_048101-T1	IPR001128
HAX54_048101-T1	IPR002401
HAX54_048102-T1	IPR001279
HAX54_048103-T1	IPR000008
HAX54_048103-T1	IPR031468
HAX54_048104-T1	IPR003440
HAX54_048104-T1	IPR026899
HAX54_048104-T1	IPR039431
HAX54_048107-T1	IPR002136
HAX54_048107-T1	IPR013005
HAX54_048110-T1	IPR003855
HAX54_048111-T1	IPR023210
HAX54_048112-T1	IPR023210
HAX54_048114-T1	IPR002182
HAX54_048118-T1	IPR000528
HAX54_048118-T1	IPR016140
HAX54_048121-T1	IPR000528
HAX54_048121-T1	IPR016140
HAX54_048123-T1	IPR000528
HAX54_048124-T1	IPR025558
HAX54_048126-T1	IPR001792
HAX54_048126-T1	IPR020456
HAX54_048127-T1	IPR001792
HAX54_048127-T1	IPR020456
HAX54_048128-T1	IPR003676
HAX54_048130-T1	IPR006565
HAX54_048130-T1	IPR019473
HAX54_048131-T1	IPR018937
HAX54_048132-T1	IPR001576
HAX54_048132-T1	IPR003358
HAX54_048133-T1	IPR001650
HAX54_048133-T1	IPR007502
HAX54_048133-T1	IPR011709
HAX54_048133-T1	IPR014001
HAX54_048134-T1	IPR001005
HAX54_048134-T1	IPR017884
HAX54_048135-T1	IPR002213
HAX54_048136-T1	IPR000626
HAX54_048149-T1	IPR004177
HAX54_048150-T1	IPR004549
HAX54_048150-T1	IPR005479
HAX54_048150-T1	IPR005481
HAX54_048150-T1	IPR005482
HAX54_048150-T1	IPR011761
HAX54_048150-T1	IPR011764
HAX54_048151-T1	IPR001857
HAX54_048152-T1	IPR000504
HAX54_048153-T1	IPR000555
HAX54_048153-T1	IPR024969
HAX54_048153-T1	IPR037518
HAX54_048154-T1	IPR001611
HAX54_048155-T1	IPR002885
HAX54_048156-T1	IPR001611
HAX54_048156-T1	IPR013210
HAX54_048157-T1	IPR002528
HAX54_048158-T1	IPR025287
HAX54_048159-T1	IPR025287
HAX54_048161-T1	IPR000719
HAX54_048162-T1	IPR002048
HAX54_048163-T1	IPR001041
HAX54_048163-T1	IPR001055
HAX54_048164-T1	IPR004728
HAX54_048165-T1	IPR001356
HAX54_048165-T1	IPR002913
HAX54_048166-T1	IPR001289
HAX54_048168-T1	IPR025287
HAX54_048169-T1	IPR025287
HAX54_048171-T1	IPR025287
HAX54_048173-T1	IPR001509
HAX54_048174-T1	IPR025287
HAX54_048175-T1	IPR025287
HAX54_048176-T1	IPR002504
HAX54_048177-T1	IPR002504
HAX54_048179-T1	IPR000504
HAX54_048179-T1	IPR000571
HAX54_048180-T1	IPR003689
HAX54_048180-T1	IPR004698
HAX54_048181-T1	IPR000490
HAX54_048182-T1	IPR000490
HAX54_048183-T1	IPR001128
HAX54_048183-T1	IPR002401
HAX54_048184-T1	IPR000490
HAX54_048186-T1	IPR040525
HAX54_048186-T1	IPR040692
HAX54_048186-T1	IPR040693
HAX54_048186-T1	IPR040694
HAX54_048187-T1	IPR009448
HAX54_048187-T1	IPR040497
HAX54_048189-T1	IPR001128
HAX54_048189-T1	IPR002401
HAX54_048191-T1	IPR001388
HAX54_048191-T1	IPR042855
HAX54_048192-T1	IPR002347
HAX54_048193-T1	IPR002347
HAX54_048194-T1	IPR006594
HAX54_048198-T1	IPR019448
HAX54_048199-T1	IPR000719
HAX54_048199-T1	IPR001245
HAX54_048199-T1	IPR001611
HAX54_048200-T1	IPR004328
HAX54_048201-T1	IPR002110
HAX54_048201-T1	IPR020683
HAX54_048202-T1	IPR003690
HAX54_048203-T1	IPR006910
HAX54_048204-T1	IPR001480
HAX54_048206-T1	IPR000858
HAX54_048207-T1	IPR000719
HAX54_048208-T1	IPR000719
HAX54_048208-T1	IPR001480
HAX54_048209-T1	IPR000719
HAX54_048209-T1	IPR001245
HAX54_048211-T1	IPR000858
HAX54_048213-T1	IPR004993
HAX54_048214-T1	IPR002913
HAX54_048215-T1	IPR007064
HAX54_048218-T1	IPR041623
HAX54_048228-T1	IPR000070
HAX54_048230-T1	IPR006501
HAX54_048242-T1	IPR018545
HAX54_048243-T1	IPR005123
HAX54_048243-T1	IPR026992
HAX54_048245-T1	IPR000719
HAX54_048250-T1	IPR000941
HAX54_048250-T1	IPR020810
HAX54_048250-T1	IPR020811
HAX54_048258-T1	IPR002885
HAX54_048261-T1	IPR002156
HAX54_048263-T1	IPR018119
HAX54_048273-T1	IPR013026
HAX54_048278-T1	IPR004326
HAX54_048279-T1	IPR005304
HAX54_048282-T1	IPR002146
HAX54_048283-T1	IPR040610
HAX54_048285-T1	IPR001128
HAX54_048285-T1	IPR002401
HAX54_048286-T1	IPR002347
HAX54_048287-T1	IPR006895
HAX54_048287-T1	IPR006896
HAX54_048287-T1	IPR006900
HAX54_048287-T1	IPR012990
HAX54_048289-T1	IPR000719
HAX54_048289-T1	IPR004041
HAX54_048289-T1	IPR018451
HAX54_048290-T1	IPR002156
HAX54_048292-T1	IPR002100
HAX54_048293-T1	IPR017877
HAX54_048294-T1	IPR001077
HAX54_048294-T1	IPR016461
HAX54_048295-T1	IPR001077
HAX54_048295-T1	IPR016461
HAX54_048300-T1	IPR010756
HAX54_048304-T1	IPR005031
HAX54_048305-T1	IPR006439
HAX54_048305-T1	IPR010237
HAX54_048311-T1	IPR006459
HAX54_048311-T1	IPR006702
HAX54_048312-T1	IPR006459
HAX54_048312-T1	IPR006702
HAX54_048315-T1	IPR002213
HAX54_048316-T1	IPR003162
HAX54_048326-T1	IPR001087
HAX54_048327-T1	IPR001932
HAX54_048328-T1	IPR002068
HAX54_048329-T1	IPR002068
HAX54_048336-T1	IPR001929
HAX54_048336-T1	IPR006045
HAX54_048337-T1	IPR001929
HAX54_048337-T1	IPR006045
HAX54_048338-T1	IPR001929
HAX54_048338-T1	IPR006045
HAX54_048360-T1	IPR003782
HAX54_048363-T1	IPR013094
HAX54_048364-T1	IPR002423
HAX54_048364-T1	IPR012722
HAX54_048364-T1	IPR017998
HAX54_048365-T1	IPR002213
HAX54_048366-T1	IPR000408
HAX54_048367-T1	IPR008390
HAX54_048367-T1	IPR022764
HAX54_048371-T1	IPR001128
HAX54_048374-T1	IPR000092
HAX54_048376-T1	IPR000092
HAX54_048377-T1	IPR000092
HAX54_048380-T1	IPR000587
HAX54_048380-T1	IPR000994
HAX54_048380-T1	IPR032416
HAX54_048381-T1	IPR000047
HAX54_048381-T1	IPR001356
HAX54_048382-T1	IPR000719
HAX54_048382-T1	IPR001245
HAX54_048384-T1	IPR004827
HAX54_048384-T1	IPR012900
HAX54_048385-T1	IPR005202
HAX54_048390-T1	IPR001932
HAX54_048392-T1	IPR002213
HAX54_048394-T1	IPR000719
HAX54_048396-T1	IPR002182
HAX54_048397-T1	IPR002182
HAX54_048399-T1	IPR001611
HAX54_048400-T1	IPR002160
HAX54_048401-T1	IPR002156
HAX54_048403-T1	IPR002687
HAX54_048403-T1	IPR019175
HAX54_048404-T1	IPR001471
HAX54_048405-T1	IPR002139
HAX54_048405-T1	IPR011611
HAX54_048407-T1	IPR027951
HAX54_048408-T1	IPR001932
HAX54_048409-T1	IPR001098
HAX54_048409-T1	IPR002298
HAX54_048410-T1	IPR002655
HAX54_048410-T1	IPR006091
HAX54_048410-T1	IPR029320
HAX54_048411-T1	IPR002655
HAX54_048411-T1	IPR006091
HAX54_048411-T1	IPR029320
HAX54_048412-T1	IPR019378
HAX54_048413-T1	IPR002139
HAX54_048413-T1	IPR011611
HAX54_048420-T1	IPR012466
HAX54_048423-T1	IPR001680
HAX54_048424-T1	IPR001810
HAX54_048424-T1	IPR017451
HAX54_048431-T1	IPR003690
HAX54_048433-T1	IPR002326
HAX54_048433-T1	IPR009056
HAX54_048434-T1	IPR006652
HAX54_048435-T1	IPR000717
HAX54_048436-T1	IPR006909
HAX54_048437-T1	IPR000504
HAX54_048438-T1	IPR021384
HAX54_048441-T1	IPR013126
HAX54_048442-T1	IPR002528
HAX54_048443-T1	IPR002528
HAX54_048446-T1	IPR001128
HAX54_048446-T1	IPR002401
HAX54_048447-T1	IPR006674
HAX54_048448-T1	IPR000330
HAX54_048448-T1	IPR014001
HAX54_048449-T1	IPR001650
HAX54_048451-T1	IPR001907
HAX54_048451-T1	IPR023562
HAX54_048457-T1	IPR001680
HAX54_048457-T1	IPR017986
HAX54_048459-T1	IPR000719
HAX54_048460-T1	IPR006514
HAX54_048460-T1	IPR021148
HAX54_048462-T1	IPR003439
HAX54_048462-T1	IPR011527
HAX54_048464-T1	IPR000210
HAX54_048464-T1	IPR027356
HAX54_048467-T1	IPR004963
HAX54_048468-T1	IPR007149
HAX54_048469-T1	IPR001270
HAX54_048469-T1	IPR003959
HAX54_048469-T1	IPR004176
HAX54_048469-T1	IPR019489
HAX54_048469-T1	IPR041546
HAX54_048475-T1	IPR000719
HAX54_048475-T1	IPR000858
HAX54_048475-T1	IPR001480
HAX54_048475-T1	IPR003609
HAX54_048476-T1	IPR000719
HAX54_048478-T1	IPR004895
HAX54_048479-T1	IPR005765
HAX54_048486-T1	IPR016040
HAX54_048488-T1	IPR019378
HAX54_048490-T1	IPR024084
HAX54_048491-T1	IPR024084
HAX54_048496-T1	IPR005612
HAX54_048497-T1	IPR000719
HAX54_048497-T1	IPR002048
HAX54_048499-T1	IPR002791
HAX54_048500-T1	IPR002885
HAX54_048501-T1	IPR005150
HAX54_048502-T1	IPR005150
HAX54_048503-T1	IPR005150
HAX54_048504-T1	IPR006689
HAX54_048505-T1	IPR002495
HAX54_048506-T1	IPR002495
HAX54_048508-T1	IPR000679
HAX54_048510-T1	IPR003891
HAX54_048513-T1	IPR001282
HAX54_048513-T1	IPR022674
HAX54_048513-T1	IPR022675
HAX54_048517-T1	IPR003245
HAX54_048518-T1	IPR001680
HAX54_048518-T1	IPR017986
HAX54_048520-T1	IPR006652
HAX54_048520-T1	IPR013989
HAX54_048521-T1	IPR001398
HAX54_048522-T1	IPR004895
HAX54_048525-T1	IPR002524
HAX54_048525-T1	IPR027470
HAX54_048526-T1	IPR011687
HAX54_048534-T1	IPR001164
HAX54_048534-T1	IPR001849
HAX54_048535-T1	IPR002110
HAX54_048535-T1	IPR020683
HAX54_048537-T1	IPR006139
HAX54_048537-T1	IPR006140
HAX54_048538-T1	IPR003480
HAX54_048539-T1	IPR006948
HAX54_048540-T1	IPR002528
HAX54_048541-T1	IPR001128
HAX54_048541-T1	IPR002401
HAX54_048543-T1	IPR001128
HAX54_048543-T1	IPR002401
HAX54_048544-T1	IPR027794
HAX54_048545-T1	IPR001046
HAX54_048546-T1	IPR001046
HAX54_048547-T1	IPR001046
HAX54_048548-T1	IPR001313
HAX54_048548-T1	IPR033133
HAX54_048549-T1	IPR003854
HAX54_048551-T1	IPR002487
HAX54_048555-T1	IPR001128
HAX54_048555-T1	IPR002401
HAX54_048556-T1	IPR001128
HAX54_048556-T1	IPR002401
HAX54_048557-T1	IPR001128
HAX54_048558-T1	IPR001128
HAX54_048558-T1	IPR002403
HAX54_048559-T1	IPR001128
HAX54_048559-T1	IPR002401
HAX54_048567-T1	IPR012866
HAX54_048571-T1	IPR007592
HAX54_048578-T1	IPR010122
HAX54_048578-T1	IPR013528
HAX54_048578-T1	IPR013746
HAX54_048579-T1	IPR017887
HAX54_048580-T1	IPR032795
HAX54_048581-T1	IPR029903
HAX54_048582-T1	IPR000008
HAX54_048582-T1	IPR001736
HAX54_048582-T1	IPR024632
HAX54_048583-T1	IPR001356
HAX54_048583-T1	IPR005539
HAX54_048583-T1	IPR005540
HAX54_048583-T1	IPR005541
HAX54_048583-T1	IPR008422
HAX54_048584-T1	IPR033979
HAX54_048587-T1	IPR000719
HAX54_048588-T1	IPR000504
HAX54_048588-T1	IPR007201
HAX54_048589-T1	IPR000836
HAX54_048589-T1	IPR029099
HAX54_048592-T1	IPR026017
HAX54_048595-T1	IPR003754
HAX54_048596-T1	IPR001563
HAX54_048597-T1	IPR000823
HAX54_048597-T1	IPR002016
HAX54_048598-T1	IPR031425
HAX54_048605-T1	IPR000270
HAX54_048605-T1	IPR003340
HAX54_048605-T1	IPR010525
HAX54_048607-T1	IPR027356
HAX54_048608-T1	IPR005269
HAX54_048608-T1	IPR031100
HAX54_048618-T1	IPR001810
HAX54_048622-T1	IPR007650
HAX54_048628-T1	IPR001805
HAX54_048628-T1	IPR011611
HAX54_048629-T1	IPR003676
HAX54_048630-T1	IPR002848
HAX54_048631-T1	IPR002213
HAX54_048632-T1	IPR001005
HAX54_048632-T1	IPR017877
HAX54_048632-T1	IPR017930
HAX54_048639-T1	IPR001382
HAX54_048641-T1	IPR001757
HAX54_048641-T1	IPR004014
HAX54_048641-T1	IPR006408
HAX54_048641-T1	IPR024750
HAX54_048642-T1	IPR001680
HAX54_048642-T1	IPR006692
HAX54_048642-T1	IPR010714
HAX54_048642-T1	IPR017986
HAX54_048642-T1	IPR020472
HAX54_048645-T1	IPR011598
HAX54_048645-T1	IPR025610
HAX54_048653-T1	IPR000298
HAX54_048656-T1	IPR000225
HAX54_048656-T1	IPR003613
HAX54_048661-T1	IPR019587
HAX54_048668-T1	IPR000719
HAX54_048668-T1	IPR001245
HAX54_048673-T1	IPR002109
HAX54_048673-T1	IPR011905
HAX54_048673-T1	IPR014025
HAX54_048674-T1	IPR004853
HAX54_048678-T1	IPR004159
HAX54_048679-T1	IPR000425
HAX54_048681-T1	IPR003340
HAX54_048681-T1	IPR008162
HAX54_048682-T1	IPR008796
HAX54_048683-T1	IPR003441
HAX54_048684-T1	IPR009637
HAX54_048685-T1	IPR025114
HAX54_048687-T1	IPR001087
HAX54_048688-T1	IPR000073
HAX54_048689-T1	IPR011598
HAX54_048690-T1	IPR025610
HAX54_048691-T1	IPR007493
HAX54_048692-T1	IPR000719
HAX54_048693-T1	IPR002528
HAX54_048694-T1	IPR005000
HAX54_048695-T1	IPR005000
HAX54_048696-T1	IPR004910
HAX54_048696-T1	IPR034751
HAX54_048698-T1	IPR001012
HAX54_048699-T1	IPR003851
HAX54_048700-T1	IPR001680
HAX54_048700-T1	IPR017986
HAX54_048704-T1	IPR001005
HAX54_048704-T1	IPR017877
HAX54_048704-T1	IPR017930
HAX54_048712-T1	IPR004963
HAX54_048713-T1	IPR000571
HAX54_048713-T1	IPR007275
HAX54_048714-T1	IPR018499
HAX54_048716-T1	IPR011687
HAX54_048725-T1	IPR013087
HAX54_048725-T1	IPR013520
HAX54_048729-T1	IPR013087
HAX54_048729-T1	IPR013520
HAX54_048730-T1	IPR006121
HAX54_048731-T1	IPR000922
HAX54_048731-T1	IPR001944
HAX54_048731-T1	IPR031330
HAX54_048731-T1	IPR041392
HAX54_048733-T1	IPR000719
HAX54_048733-T1	IPR001245
HAX54_048743-T1	IPR026854
HAX54_048746-T1	IPR031642
HAX54_048749-T1	IPR009543
HAX54_048749-T1	IPR031645
HAX54_048752-T1	IPR026183
HAX54_048753-T1	IPR026183
HAX54_048763-T1	IPR004864
HAX54_048764-T1	IPR006818
HAX54_048765-T1	IPR000008
HAX54_048765-T1	IPR013583
HAX54_048766-T1	IPR005839
HAX54_048766-T1	IPR006466
HAX54_048766-T1	IPR007197
HAX54_048766-T1	IPR013848
HAX54_048767-T1	IPR013848
HAX54_048771-T1	IPR004843
HAX54_048771-T1	IPR006186
HAX54_048777-T1	IPR000058
HAX54_048777-T1	IPR002653
HAX54_048779-T1	IPR025558
HAX54_048780-T1	IPR007052
HAX54_048784-T1	IPR025422
HAX54_048785-T1	IPR000823
HAX54_048785-T1	IPR002016
HAX54_048787-T1	IPR011598
HAX54_048791-T1	IPR001932
HAX54_048794-T1	IPR001005
HAX54_048794-T1	IPR005818
HAX54_048794-T1	IPR017930
HAX54_048796-T1	IPR001841
HAX54_048797-T1	IPR002076
HAX54_048798-T1	IPR006769
HAX54_048800-T1	IPR012552
HAX54_048804-T1	IPR007304
HAX54_048806-T1	IPR000953
HAX54_048806-T1	IPR001025
HAX54_048806-T1	IPR001525
HAX54_048806-T1	IPR023780
HAX54_048809-T1	IPR001611
HAX54_048810-T1	IPR007493
HAX54_048811-T1	IPR001650
HAX54_048811-T1	IPR011545
HAX54_048811-T1	IPR014001
HAX54_048811-T1	IPR014014
HAX54_048813-T1	IPR004843
HAX54_048813-T1	IPR006186
HAX54_048823-T1	IPR008811
HAX54_048824-T1	IPR000504
HAX54_048825-T1	IPR000682
HAX54_048830-T1	IPR002885
HAX54_048831-T1	IPR002885
HAX54_048831-T1	IPR032867
HAX54_048834-T1	IPR000070
HAX54_048836-T1	IPR000070
HAX54_048840-T1	IPR007650
HAX54_048843-T1	IPR005031
HAX54_048845-T1	IPR000873
HAX54_048845-T1	IPR010259
HAX54_048847-T1	IPR024286
HAX54_048848-T1	IPR000504
HAX54_048849-T1	IPR002550
HAX54_048853-T1	IPR000719
HAX54_048858-T1	IPR018108
HAX54_048859-T1	IPR003130
HAX54_048859-T1	IPR020850
HAX54_048862-T1	IPR008507
HAX54_048863-T1	IPR002885
HAX54_048865-T1	IPR002937
HAX54_048881-T1	IPR002885
HAX54_048884-T1	IPR000073
HAX54_048887-T1	IPR008811
HAX54_048893-T1	IPR012870
HAX54_048898-T1	IPR004806
HAX54_048898-T1	IPR015360
HAX54_048898-T1	IPR015940
HAX54_048899-T1	IPR000626
HAX54_048906-T1	IPR007235
HAX54_048906-T1	IPR009695
HAX54_048913-T1	IPR003245
HAX54_048915-T1	IPR017877
HAX54_048921-T1	IPR000597
HAX54_048922-T1	IPR023238
HAX54_048922-T1	IPR023241
HAX54_048932-T1	IPR001680
HAX54_048932-T1	IPR017986
HAX54_048932-T1	IPR020472
HAX54_048933-T1	IPR009637
HAX54_048953-T1	IPR005828
HAX54_048953-T1	IPR020846
HAX54_048955-T1	IPR003439
HAX54_048955-T1	IPR013525
HAX54_048956-T1	IPR001247
HAX54_048956-T1	IPR015847
HAX54_048968-T1	IPR003439
HAX54_048968-T1	IPR011527
HAX54_048969-T1	IPR006459
HAX54_048969-T1	IPR006702
HAX54_048974-T1	IPR002885
HAX54_048978-T1	IPR001752
HAX54_048979-T1	IPR001752
HAX54_048980-T1	IPR001480
HAX54_048982-T1	IPR005358
HAX54_048985-T1	IPR003439
HAX54_048987-T1	IPR002495
HAX54_048993-T1	IPR016040
HAX54_048997-T1	IPR001214
HAX54_049001-T1	IPR007052
HAX54_049003-T1	IPR001932
HAX54_049005-T1	IPR015793
HAX54_049006-T1	IPR000595
HAX54_049006-T1	IPR005821
HAX54_049008-T1	IPR000504
HAX54_049008-T1	IPR021790
HAX54_049009-T1	IPR001645
HAX54_049009-T1	IPR013221
HAX54_049015-T1	IPR002035
HAX54_049021-T1	IPR002022
HAX54_049021-T1	IPR018082
HAX54_049022-T1	IPR001697
HAX54_049022-T1	IPR015793
HAX54_049022-T1	IPR015795
