HAX54_000001-T1	PF09405
HAX54_053045-T1	PF03357
HAX54_053047-T1	PF00082
HAX54_053047-T1	PF02225
HAX54_053047-T1	PF05922
HAX54_053048-T1	PF17766
HAX54_053049-T1	PF00201
HAX54_053050-T1	PF01397
HAX54_053050-T1	PF03936
HAX54_053052-T1	PF01929
HAX54_053053-T1	PF00069
HAX54_053054-T1	PF07797
HAX54_053055-T1	PF01747
HAX54_053056-T1	PF05553
HAX54_053062-T1	PF09790
HAX54_053078-T1	PF00650
HAX54_053079-T1	PF18029
HAX54_053080-T1	PF12609
HAX54_053081-T1	PF12609
HAX54_053083-T1	PF12609
HAX54_053084-T1	PF01453
HAX54_053085-T1	PF03600
HAX54_053086-T1	PF00847
HAX54_053087-T1	PF00847
HAX54_053088-T1	PF13639
HAX54_053090-T1	PF01012
HAX54_053091-T1	PF00010
HAX54_053092-T1	PF00892
HAX54_053093-T1	PF04535
HAX54_053095-T1	PF03171
HAX54_053096-T1	PF03171
HAX54_053096-T1	PF14226
HAX54_053098-T1	PF02362
HAX54_053100-T1	PF00107
HAX54_053105-T1	PF00069
HAX54_053105-T1	PF04564
HAX54_053108-T1	PF07714
HAX54_053108-T1	PF13855
HAX54_053109-T1	PF04083
HAX54_053110-T1	PF00561
HAX54_053115-T1	PF03492
HAX54_053121-T1	PF07855
HAX54_053122-T1	PF00067
HAX54_053123-T1	PF00067
HAX54_053124-T1	PF00067
HAX54_053128-T1	PF00069
HAX54_053128-T1	PF00560
HAX54_053128-T1	PF08263
HAX54_053129-T1	PF03398
HAX54_053132-T1	PF02536
HAX54_053134-T1	PF01095
HAX54_053135-T1	PF00295
HAX54_053136-T1	PF01280
HAX54_053138-T1	PF04819
HAX54_053141-T1	PF09335
HAX54_053143-T1	PF00006
HAX54_053154-T1	PF03162
HAX54_053167-T1	PF06487
HAX54_053168-T1	PF01277
HAX54_053169-T1	PF01535
HAX54_053169-T1	PF13041
HAX54_053169-T1	PF17177
HAX54_053170-T1	PF01088
HAX54_053174-T1	PF04770
HAX54_053178-T1	PF00651
HAX54_053178-T1	PF02135
HAX54_053179-T1	PF02181
HAX54_053181-T1	PF00069
HAX54_053185-T1	PF00400
HAX54_053197-T1	PF00646
HAX54_053204-T1	PF00319
HAX54_053209-T1	PF00069
HAX54_053210-T1	PF00168
HAX54_053211-T1	PF16016
HAX54_053214-T1	PF07250
HAX54_053214-T1	PF09118
HAX54_053219-T1	PF02450
HAX54_053220-T1	PF02450
HAX54_053221-T1	PF07714
HAX54_053221-T1	PF13855
HAX54_053224-T1	PF00076
HAX54_053226-T1	PF05368
HAX54_053228-T1	PF02458
HAX54_053229-T1	PF05368
HAX54_053231-T1	PF00933
HAX54_053232-T1	PF00933
HAX54_053232-T1	PF01915
HAX54_053234-T1	PF00072
HAX54_053242-T1	PF04577
HAX54_053245-T1	PF00125
HAX54_053245-T1	PF16211
HAX54_053246-T1	PF12796
HAX54_053247-T1	PF12796
HAX54_053255-T1	PF15365
HAX54_053257-T1	PF00155
HAX54_053266-T1	PF02296
HAX54_053266-T1	PF02883
HAX54_053272-T1	PF00109
HAX54_053273-T1	PF01535
HAX54_053273-T1	PF13041
HAX54_053274-T1	PF06454
HAX54_053276-T1	PF13839
HAX54_053277-T1	PF00112
HAX54_053277-T1	PF08246
HAX54_053278-T1	PF00112
HAX54_053278-T1	PF08246
HAX54_053279-T1	PF00112
HAX54_053279-T1	PF08246
HAX54_053281-T1	PF04398
HAX54_053282-T1	PF00403
HAX54_053284-T1	PF00403
HAX54_053285-T1	PF05514
HAX54_053286-T1	PF07991
HAX54_053289-T1	PF14368
HAX54_053295-T1	PF00722
HAX54_053295-T1	PF06955
HAX54_053312-T1	PF00400
HAX54_053317-T1	PF16455
HAX54_053318-T1	PF00646
HAX54_053319-T1	PF13639
HAX54_053320-T1	PF13460
HAX54_053322-T1	PF15249
HAX54_053323-T1	PF01411
HAX54_053323-T1	PF02272
HAX54_053323-T1	PF07973
HAX54_053324-T1	PF02847
HAX54_053324-T1	PF02854
HAX54_053326-T1	PF16845
HAX54_053328-T1	PF00168
HAX54_053333-T1	PF03479
HAX54_053339-T1	PF00462
HAX54_053340-T1	PF00462
HAX54_053341-T1	PF07859
HAX54_053346-T1	PF04825
HAX54_053347-T1	PF00646
HAX54_053347-T1	PF13516
HAX54_053353-T1	PF00069
HAX54_053354-T1	PF11721
HAX54_053357-T1	PF07714
HAX54_053361-T1	PF04398
HAX54_053363-T1	PF00210
HAX54_053367-T1	PF00035
HAX54_053372-T1	PF07303
HAX54_053373-T1	PF00410
HAX54_053374-T1	PF03357
HAX54_053376-T1	PF01778
HAX54_053377-T1	PF04759
HAX54_053378-T1	PF10018
HAX54_053379-T1	PF02893
HAX54_053380-T1	PF04770
HAX54_053382-T1	PF00365
HAX54_053391-T1	PF00010
HAX54_053392-T1	PF04387
HAX54_053393-T1	PF07765
HAX54_053397-T1	PF05047
HAX54_053399-T1	PF08263
HAX54_053401-T1	PF00560
HAX54_053404-T1	PF13041
HAX54_053405-T1	PF13041
HAX54_053406-T1	PF01535
HAX54_053406-T1	PF12854
HAX54_053406-T1	PF13041
HAX54_053406-T1	PF17177
HAX54_053407-T1	PF03134
HAX54_053408-T1	PF06045
HAX54_053408-T1	PF14683
HAX54_053408-T1	PF14686
HAX54_053409-T1	PF00076
HAX54_053409-T1	PF13865
HAX54_053410-T1	PF00249
HAX54_053411-T1	PF00011
HAX54_053413-T1	PF00293
HAX54_053414-T1	PF00400
HAX54_053415-T1	PF00120
HAX54_053415-T1	PF03951
HAX54_053416-T1	PF00847
HAX54_053418-T1	PF06886
HAX54_053419-T1	PF03371
HAX54_053420-T1	PF00856
HAX54_053421-T1	PF02990
HAX54_053422-T1	PF00582
HAX54_053429-T1	PF00067
HAX54_053433-T1	PF00498
HAX54_053434-T1	PF00291
HAX54_053435-T1	PF14764
HAX54_053436-T1	PF01852
HAX54_053437-T1	PF00566
HAX54_053438-T1	PF04833
HAX54_053439-T1	PF09756
HAX54_053440-T1	PF01253
HAX54_053441-T1	PF04051
HAX54_053442-T1	PF01501
HAX54_053443-T1	PF00010
HAX54_053444-T1	PF00085
HAX54_053445-T1	PF05757
HAX54_053447-T1	PF02181
HAX54_053448-T1	PF00125
HAX54_053448-T1	PF16211
HAX54_053449-T1	PF00467
HAX54_053449-T1	PF17136
HAX54_053451-T1	PF00181
HAX54_053451-T1	PF03947
HAX54_053452-T1	PF04398
HAX54_053453-T1	PF01202
HAX54_053454-T1	PF03321
HAX54_053455-T1	PF03321
HAX54_053456-T1	PF03358
HAX54_053458-T1	PF00954
HAX54_053458-T1	PF01453
HAX54_053458-T1	PF07714
HAX54_053458-T1	PF08276
HAX54_053459-T1	PF13833
HAX54_053460-T1	PF00954
HAX54_053460-T1	PF07714
HAX54_053461-T1	PF13833
HAX54_053462-T1	PF00954
HAX54_053462-T1	PF01453
HAX54_053462-T1	PF07714
HAX54_053462-T1	PF08276
HAX54_053462-T1	PF11883
HAX54_053463-T1	PF00069
HAX54_053463-T1	PF00954
HAX54_053463-T1	PF01453
HAX54_053463-T1	PF08276
HAX54_053463-T1	PF11883
HAX54_053464-T1	PF13833
HAX54_053465-T1	PF00643
HAX54_053466-T1	PF00582
HAX54_053476-T1	PF00815
HAX54_053481-T1	PF05056
HAX54_053482-T1	PF06521
HAX54_053483-T1	PF00069
HAX54_053483-T1	PF00560
HAX54_053483-T1	PF08263
HAX54_053483-T1	PF13855
HAX54_053484-T1	PF00069
HAX54_053484-T1	PF00560
HAX54_053484-T1	PF08263
HAX54_053484-T1	PF13855
HAX54_053485-T1	PF00069
HAX54_053485-T1	PF13855
HAX54_053487-T1	PF08148
HAX54_053488-T1	PF00270
HAX54_053488-T1	PF17911
HAX54_053491-T1	PF00643
HAX54_053491-T1	PF06203
HAX54_053502-T1	PF13639
HAX54_053504-T1	PF03016
HAX54_053505-T1	PF00627
HAX54_053507-T1	PF05140
HAX54_053508-T1	PF12047
HAX54_053510-T1	PF00009
HAX54_053511-T1	PF00009
HAX54_053511-T1	PF00679
HAX54_053511-T1	PF06421
HAX54_053512-T1	PF00931
HAX54_053515-T1	PF00169
HAX54_053516-T1	PF00903
HAX54_053522-T1	PF07714
HAX54_053524-T1	PF01997
HAX54_053526-T1	PF00534
HAX54_053526-T1	PF08288
HAX54_053527-T1	PF00005
HAX54_053527-T1	PF12848
HAX54_053529-T1	PF01204
HAX54_053530-T1	PF01204
HAX54_053531-T1	PF00106
HAX54_053533-T1	PF09243
HAX54_053534-T1	PF00249
HAX54_053535-T1	PF00400
HAX54_053538-T1	PF01959
HAX54_053539-T1	PF01959
HAX54_053542-T1	PF01397
HAX54_053542-T1	PF03936
HAX54_053551-T1	PF14712
HAX54_053552-T1	PF12854
HAX54_053552-T1	PF13041
HAX54_053555-T1	PF00067
HAX54_053556-T1	PF00067
HAX54_053558-T1	PF14541
HAX54_053558-T1	PF14543
HAX54_053559-T1	PF00400
HAX54_053560-T1	PF00454
HAX54_053560-T1	PF02259
HAX54_053560-T1	PF02260
HAX54_053562-T1	PF01842
HAX54_053562-T1	PF07714
HAX54_053563-T1	PF00646
HAX54_053565-T1	PF00891
HAX54_053565-T1	PF08100
HAX54_053566-T1	PF08620
HAX54_053566-T1	PF08621
HAX54_053567-T1	PF00646
HAX54_053567-T1	PF03478
HAX54_053568-T1	PF03759
HAX54_053569-T1	PF06244
HAX54_053570-T1	PF00069
HAX54_053571-T1	PF00657
HAX54_053572-T1	PF00394
HAX54_053572-T1	PF07731
HAX54_053572-T1	PF07732
HAX54_053573-T1	PF00257
HAX54_053574-T1	PF01490
HAX54_053577-T1	PF00644
HAX54_053583-T1	PF00139
HAX54_053583-T1	PF07714
HAX54_053586-T1	PF02298
HAX54_053589-T1	PF00133
HAX54_053590-T1	PF00133
HAX54_053590-T1	PF08264
HAX54_053591-T1	PF10458
HAX54_053594-T1	PF01369
HAX54_053594-T1	PF12783
HAX54_053602-T1	PF13422
HAX54_053603-T1	PF13415
HAX54_053603-T1	PF13418
HAX54_053603-T1	PF13854
HAX54_053604-T1	PF00091
HAX54_053608-T1	PF00383
HAX54_053609-T1	PF00899
HAX54_053610-T1	PF02594
HAX54_053611-T1	PF03081
HAX54_053612-T1	PF00067
HAX54_053613-T1	PF00010
HAX54_053614-T1	PF03195
HAX54_053615-T1	PF00347
HAX54_053616-T1	PF03171
HAX54_053617-T1	PF00005
HAX54_053617-T1	PF01061
HAX54_053617-T1	PF08370
HAX54_053617-T1	PF14510
HAX54_053618-T1	PF00005
HAX54_053618-T1	PF01061
HAX54_053618-T1	PF08370
HAX54_053618-T1	PF14510
HAX54_053621-T1	PF02696
HAX54_053623-T1	PF08743
HAX54_053624-T1	PF00106
HAX54_053625-T1	PF00487
HAX54_053625-T1	PF11960
HAX54_053626-T1	PF00487
HAX54_053626-T1	PF11960
HAX54_053627-T1	PF00005
HAX54_053627-T1	PF01061
HAX54_053627-T1	PF08370
HAX54_053627-T1	PF14510
HAX54_053628-T1	PF00487
HAX54_053628-T1	PF11960
HAX54_053629-T1	PF04116
HAX54_053629-T1	PF12076
HAX54_053630-T1	PF00067
HAX54_053631-T1	PF00106
HAX54_053632-T1	PF00856
HAX54_053633-T1	PF03145
HAX54_053637-T1	PF05687
HAX54_053640-T1	PF00201
HAX54_053643-T1	PF00501
HAX54_053643-T1	PF13193
HAX54_053648-T1	PF00249
HAX54_053664-T1	PF13456
HAX54_053665-T1	PF07797
HAX54_053669-T1	PF13921
HAX54_053672-T1	PF00400
HAX54_053672-T1	PF04053
HAX54_053678-T1	PF00314
HAX54_053680-T1	PF00067
HAX54_053681-T1	PF04654
HAX54_053682-T1	PF04654
HAX54_053685-T1	PF12697
HAX54_053689-T1	PF00067
HAX54_053691-T1	PF01182
HAX54_053693-T1	PF00860
HAX54_053695-T1	PF02453
HAX54_053705-T1	PF03004
HAX54_053707-T1	PF03694
HAX54_053708-T1	PF06219
HAX54_053709-T1	PF04116
HAX54_053709-T1	PF12076
HAX54_053710-T1	PF12076
HAX54_053711-T1	PF00782
HAX54_053712-T1	PF04116
HAX54_053713-T1	PF12076
HAX54_053714-T1	PF04116
HAX54_053715-T1	PF12076
HAX54_053717-T1	PF04116
HAX54_053717-T1	PF12076
HAX54_053718-T1	PF13639
HAX54_053719-T1	PF13639
HAX54_053727-T1	PF00641
HAX54_053728-T1	PF00856
HAX54_053728-T1	PF01753
HAX54_053731-T1	PF00560
HAX54_053731-T1	PF08263
HAX54_053731-T1	PF13855
HAX54_053732-T1	PF13855
HAX54_053735-T1	PF04857
HAX54_053742-T1	PF03195
HAX54_053746-T1	PF03669
HAX54_053747-T1	PF00364
HAX54_053755-T1	PF14360
HAX54_053756-T1	PF02151
HAX54_053756-T1	PF13474
HAX54_053757-T1	PF12043
HAX54_053758-T1	PF00011
HAX54_053759-T1	PF00011
HAX54_053761-T1	PF13671
HAX54_053763-T1	PF01661
HAX54_053763-T1	PF11969
HAX54_053763-T1	PF16278
HAX54_053764-T1	PF13561
HAX54_053766-T1	PF02776
HAX54_053767-T1	PF00226
HAX54_053772-T1	PF00098
HAX54_053776-T1	PF17032
HAX54_053787-T1	PF05641
HAX54_053788-T1	PF12643
HAX54_053789-T1	PF07714
HAX54_053789-T1	PF08263
HAX54_053791-T1	PF00069
HAX54_053791-T1	PF00560
HAX54_053791-T1	PF08263
HAX54_053793-T1	PF00560
HAX54_053793-T1	PF08263
HAX54_053793-T1	PF13855
HAX54_053797-T1	PF00134
HAX54_053797-T1	PF02984
HAX54_053798-T1	PF14299
HAX54_053803-T1	PF02781
HAX54_053807-T1	PF16913
HAX54_053814-T1	PF01208
HAX54_053815-T1	PF01208
HAX54_053816-T1	PF00013
HAX54_053817-T1	PF00319
HAX54_053818-T1	PF00319
HAX54_053819-T1	PF04839
HAX54_053820-T1	PF00244
HAX54_053821-T1	PF11016
HAX54_053826-T1	PF00046
HAX54_053827-T1	PF07714
HAX54_053829-T1	PF06708
HAX54_053831-T1	PF14580
HAX54_053831-T1	PF16113
HAX54_053833-T1	PF05064
HAX54_053834-T1	PF03055
HAX54_053835-T1	PF01490
HAX54_053837-T1	PF00226
HAX54_053838-T1	PF14599
HAX54_053842-T1	PF02298
HAX54_053853-T1	PF00134
HAX54_053853-T1	PF02984
HAX54_053855-T1	PF00067
HAX54_053856-T1	PF00847
HAX54_053860-T1	PF02567
HAX54_053860-T1	PF13902
HAX54_053866-T1	PF00118
HAX54_053867-T1	PF00085
HAX54_053868-T1	PF00364
HAX54_053869-T1	PF03194
HAX54_053870-T1	PF13714
HAX54_053871-T1	PF01409
HAX54_053871-T1	PF03147
HAX54_053872-T1	PF00152
HAX54_053872-T1	PF01336
HAX54_053873-T1	PF00550
HAX54_053874-T1	PF05063
HAX54_053875-T1	PF05063
HAX54_053876-T1	PF00069
HAX54_053878-T1	PF00221
HAX54_053879-T1	PF00221
HAX54_053880-T1	PF03386
HAX54_053881-T1	PF00069
HAX54_053882-T1	PF00560
HAX54_053882-T1	PF13855
HAX54_053884-T1	PF13952
HAX54_053888-T1	PF00467
HAX54_053888-T1	PF02357
HAX54_053889-T1	PF12767
HAX54_053893-T1	PF01975
HAX54_053895-T1	PF00468
HAX54_053897-T1	PF13246
HAX54_053897-T1	PF16209
HAX54_053897-T1	PF16212
HAX54_053898-T1	PF00069
HAX54_053900-T1	PF12023
HAX54_053901-T1	PF00270
HAX54_053901-T1	PF00271
HAX54_053902-T1	PF01233
HAX54_053902-T1	PF02799
HAX54_053903-T1	PF00069
HAX54_053903-T1	PF00582
HAX54_053905-T1	PF00291
HAX54_053906-T1	PF00628
HAX54_053906-T1	PF12165
HAX54_053908-T1	PF06741
HAX54_053908-T1	PF14438
HAX54_053910-T1	PF14438
HAX54_053913-T1	PF06741
HAX54_053914-T1	PF06741
HAX54_053916-T1	PF07145
HAX54_053917-T1	PF06741
HAX54_053917-T1	PF14438
HAX54_053919-T1	PF02450
HAX54_053920-T1	PF00622
HAX54_053920-T1	PF10607
HAX54_053921-T1	PF00481
HAX54_053922-T1	PF13436
HAX54_053922-T1	PF13639
HAX54_053923-T1	PF13640
HAX54_053924-T1	PF00909
HAX54_053925-T1	PF00612
HAX54_053926-T1	PF00999
HAX54_053928-T1	PF03087
HAX54_053929-T1	PF01596
HAX54_053932-T1	PF00704
HAX54_053933-T1	PF00625
HAX54_053934-T1	PF00722
HAX54_053934-T1	PF06955
HAX54_053935-T1	PF07227
HAX54_053936-T1	PF00295
HAX54_053939-T1	PF00149
HAX54_053940-T1	PF00201
HAX54_053941-T1	PF00560
HAX54_053942-T1	PF00249
HAX54_053944-T1	PF02536
HAX54_053945-T1	PF00203
HAX54_053946-T1	PF01095
HAX54_053949-T1	PF00931
HAX54_053958-T1	PF00931
HAX54_053958-T1	PF18052
HAX54_053959-T1	PF17780
HAX54_053965-T1	PF00931
HAX54_053966-T1	PF00931
HAX54_053966-T1	PF18052
HAX54_053970-T1	PF00564
HAX54_053970-T1	PF00571
HAX54_053972-T1	PF06813
HAX54_053973-T1	PF00226
HAX54_053973-T1	PF11926
HAX54_053974-T1	PF00808
HAX54_053975-T1	PF02099
HAX54_053976-T1	PF00227
HAX54_053976-T1	PF10584
HAX54_053977-T1	PF03171
HAX54_053977-T1	PF14226
HAX54_053978-T1	PF00394
HAX54_053978-T1	PF07731
HAX54_053978-T1	PF07732
HAX54_053979-T1	PF00249
HAX54_053980-T1	PF15924
HAX54_053982-T1	PF01490
HAX54_053983-T1	PF04488
HAX54_053983-T1	PF04572
HAX54_053984-T1	PF07714
HAX54_053985-T1	PF14380
HAX54_053988-T1	PF11250
HAX54_053990-T1	PF06733
HAX54_053990-T1	PF06777
HAX54_053990-T1	PF13307
HAX54_053991-T1	PF09732
HAX54_053991-T1	PF10312
HAX54_053993-T1	PF00403
HAX54_053994-T1	PF00009
HAX54_053994-T1	PF03143
HAX54_053994-T1	PF03144
HAX54_053996-T1	PF00501
HAX54_053996-T1	PF13193
HAX54_053997-T1	PF01501
HAX54_053998-T1	PF13920
HAX54_054001-T1	PF00069
HAX54_054002-T1	PF00400
HAX54_054003-T1	PF07859
HAX54_054004-T1	PF06220
HAX54_054005-T1	PF10539
HAX54_054012-T1	PF00931
HAX54_054014-T1	PF00931
HAX54_054015-T1	PF16166
HAX54_054017-T1	PF00118
HAX54_054018-T1	PF08583
HAX54_054025-T1	PF02373
HAX54_054025-T1	PF02928
HAX54_054025-T1	PF08429
HAX54_054029-T1	PF00069
HAX54_054029-T1	PF00560
HAX54_054029-T1	PF08263
HAX54_054029-T1	PF13516
HAX54_054029-T1	PF13855
HAX54_054033-T1	PF13041
HAX54_054034-T1	PF04801
HAX54_054036-T1	PF00190
HAX54_054037-T1	PF00646
HAX54_054037-T1	PF07723
HAX54_054039-T1	PF00076
HAX54_054043-T1	PF03896
HAX54_054044-T1	PF04921
HAX54_054050-T1	PF03283
HAX54_054051-T1	PF03283
HAX54_054054-T1	PF01504
HAX54_054054-T1	PF02493
HAX54_054056-T1	PF03105
HAX54_054056-T1	PF03124
HAX54_054061-T1	PF00005
HAX54_054062-T1	PF00664
HAX54_054063-T1	PF00005
HAX54_054067-T1	PF00076
HAX54_054071-T1	PF02492
HAX54_054074-T1	PF00168
HAX54_054077-T1	PF13912
HAX54_054078-T1	PF00035
HAX54_054080-T1	PF07227
HAX54_054081-T1	PF00069
HAX54_054082-T1	PF00566
HAX54_054083-T1	PF02365
HAX54_054085-T1	PF03016
HAX54_054086-T1	PF03171
HAX54_054086-T1	PF14226
HAX54_054087-T1	PF00010
HAX54_054095-T1	PF02519
HAX54_054103-T1	PF01095
HAX54_054103-T1	PF04043
HAX54_054104-T1	PF00557
HAX54_054104-T1	PF15801
HAX54_054105-T1	PF12612
HAX54_054111-T1	PF10294
HAX54_054112-T1	PF00067
HAX54_054113-T1	PF00881
HAX54_054114-T1	PF00491
HAX54_054115-T1	PF00854
HAX54_054116-T1	PF00275
HAX54_054118-T1	PF01786
HAX54_054119-T1	PF01370
HAX54_054120-T1	PF01885
HAX54_054121-T1	PF00312
HAX54_054121-T1	PF08069
HAX54_054122-T1	PF07714
HAX54_054122-T1	PF08263
HAX54_054122-T1	PF13855
HAX54_054123-T1	PF01535
HAX54_054123-T1	PF12854
HAX54_054123-T1	PF13041
HAX54_054124-T1	PF07279
HAX54_054125-T1	PF07279
HAX54_054126-T1	PF10248
HAX54_054130-T1	PF01529
HAX54_054132-T1	PF00995
HAX54_054136-T1	PF01535
HAX54_054136-T1	PF13041
HAX54_054138-T1	PF13417
HAX54_054138-T1	PF14497
HAX54_054139-T1	PF00254
HAX54_054139-T1	PF17800
HAX54_054140-T1	PF02735
HAX54_054140-T1	PF03730
HAX54_054140-T1	PF08785
HAX54_054142-T1	PF07386
HAX54_054144-T1	PF03999
HAX54_054146-T1	PF02902
HAX54_054147-T1	PF00010
HAX54_054147-T1	PF00248
HAX54_054151-T1	PF00069
HAX54_054151-T1	PF00582
HAX54_054152-T1	PF07714
HAX54_054152-T1	PF08263
HAX54_054152-T1	PF13855
HAX54_054153-T1	PF13639
HAX54_054159-T1	PF01912
HAX54_054160-T1	PF13516
HAX54_054160-T1	PF13855
HAX54_054163-T1	PF05327
HAX54_054164-T1	PF03479
HAX54_054166-T1	PF07496
HAX54_054166-T1	PF13589
HAX54_054166-T1	PF17942
HAX54_054167-T1	PF00657
HAX54_054169-T1	PF03635
HAX54_054170-T1	PF00168
HAX54_054170-T1	PF17047
HAX54_054172-T1	PF00091
HAX54_054174-T1	PF01764
HAX54_054175-T1	PF00249
HAX54_054177-T1	PF05697
HAX54_054178-T1	PF04824
HAX54_054178-T1	PF04825
HAX54_054179-T1	PF00450
HAX54_054180-T1	PF03357
HAX54_054192-T1	PF00069
HAX54_054197-T1	PF02362
HAX54_054198-T1	PF02362
HAX54_054199-T1	PF02985
HAX54_054216-T1	PF01764
HAX54_054220-T1	PF16913
HAX54_054222-T1	PF03106
HAX54_054222-T1	PF10533
HAX54_054223-T1	PF05631
HAX54_054226-T1	PF00319
HAX54_054229-T1	PF00072
HAX54_054230-T1	PF02181
HAX54_054231-T1	PF11460
HAX54_054232-T1	PF00450
HAX54_054233-T1	PF01535
HAX54_054233-T1	PF12854
HAX54_054233-T1	PF13041
HAX54_054235-T1	PF00955
HAX54_054236-T1	PF00955
HAX54_054236-T1	PF04565
HAX54_054237-T1	PF04862
HAX54_054240-T1	PF00400
HAX54_054240-T1	PF12894
HAX54_054242-T1	PF00190
HAX54_054243-T1	PF00657
HAX54_054244-T1	PF02458
HAX54_054245-T1	PF00650
HAX54_054251-T1	PF00067
HAX54_054252-T1	PF13456
HAX54_054253-T1	PF05678
HAX54_054254-T1	PF00847
HAX54_054257-T1	PF06094
HAX54_054265-T1	PF03767
HAX54_054267-T1	PF00319
HAX54_054268-T1	PF13181
HAX54_054269-T1	PF00069
HAX54_054270-T1	PF00891
HAX54_054271-T1	PF00651
HAX54_054271-T1	PF03000
HAX54_054272-T1	PF00173
HAX54_054273-T1	PF02704
HAX54_054275-T1	PF01535
HAX54_054275-T1	PF12854
HAX54_054275-T1	PF13041
HAX54_054276-T1	PF01535
HAX54_054276-T1	PF12854
HAX54_054276-T1	PF13041
HAX54_054279-T1	PF00076
HAX54_054279-T1	PF02136
HAX54_054280-T1	PF10674
HAX54_054282-T1	PF01535
HAX54_054282-T1	PF13041
HAX54_054283-T1	PF12854
HAX54_054284-T1	PF12854
HAX54_054284-T1	PF13041
HAX54_054285-T1	PF01535
HAX54_054285-T1	PF13041
HAX54_054286-T1	PF12854
HAX54_054286-T1	PF13041
HAX54_054288-T1	PF00536
HAX54_054291-T1	PF01535
HAX54_054291-T1	PF12854
HAX54_054291-T1	PF13041
HAX54_054295-T1	PF01535
HAX54_054295-T1	PF13041
HAX54_054297-T1	PF01459
HAX54_054299-T1	PF12937
HAX54_054299-T1	PF13516
HAX54_054300-T1	PF14204
HAX54_054300-T1	PF17144
HAX54_054302-T1	PF00201
HAX54_054304-T1	PF07899
HAX54_054309-T1	PF13041
HAX54_054310-T1	PF12854
HAX54_054310-T1	PF13041
HAX54_054311-T1	PF04398
HAX54_054312-T1	PF06983
HAX54_054314-T1	PF01230
HAX54_054316-T1	PF04720
HAX54_054317-T1	PF01201
HAX54_054318-T1	PF00113
HAX54_054318-T1	PF03952
HAX54_054320-T1	PF00082
HAX54_054320-T1	PF02225
HAX54_054320-T1	PF05922
HAX54_054320-T1	PF17766
HAX54_054321-T1	PF00067
HAX54_054325-T1	PF00931
HAX54_054325-T1	PF18052
HAX54_054329-T1	PF00069
HAX54_054329-T1	PF03822
HAX54_054332-T1	PF03489
HAX54_054332-T1	PF05184
HAX54_054333-T1	PF04525
HAX54_054335-T1	PF09732
HAX54_054335-T1	PF10312
HAX54_054336-T1	PF01820
HAX54_054336-T1	PF07478
HAX54_054337-T1	PF13561
HAX54_054339-T1	PF02902
HAX54_054342-T1	PF00562
HAX54_054342-T1	PF04560
HAX54_054342-T1	PF04561
HAX54_054342-T1	PF04563
HAX54_054342-T1	PF04565
HAX54_054342-T1	PF04566
HAX54_054342-T1	PF04567
HAX54_054343-T1	PF00069
HAX54_054346-T1	PF04788
HAX54_054347-T1	PF13456
HAX54_054350-T1	PF04756
HAX54_054357-T1	PF03195
HAX54_054361-T1	PF03106
HAX54_054363-T1	PF13409
HAX54_054363-T1	PF13410
HAX54_054365-T1	PF01535
HAX54_054365-T1	PF12854
HAX54_054365-T1	PF13041
HAX54_054366-T1	PF04674
HAX54_054367-T1	PF00069
HAX54_054367-T1	PF00560
HAX54_054367-T1	PF08263
HAX54_054367-T1	PF13855
HAX54_054376-T1	PF00249
HAX54_054377-T1	PF00226
HAX54_054379-T1	PF00168
HAX54_054379-T1	PF17047
HAX54_054380-T1	PF00149
HAX54_054380-T1	PF14008
HAX54_054380-T1	PF16656
HAX54_054381-T1	PF04101
HAX54_054383-T1	PF04101
HAX54_054383-T1	PF06925
HAX54_054385-T1	PF03030
HAX54_054386-T1	PF13516
HAX54_054386-T1	PF13855
HAX54_054390-T1	PF13855
HAX54_054395-T1	PF03016
HAX54_054396-T1	PF03016
HAX54_054403-T1	PF00450
HAX54_054404-T1	PF00450
HAX54_054408-T1	PF05042
HAX54_054418-T1	PF02373
HAX54_054422-T1	PF13639
HAX54_054423-T1	PF00108
HAX54_054423-T1	PF02803
HAX54_054424-T1	PF00917
HAX54_054425-T1	PF00197
HAX54_054426-T1	PF02428
HAX54_054427-T1	PF00197
HAX54_054431-T1	PF00450
HAX54_054432-T1	PF00450
HAX54_054433-T1	PF01535
HAX54_054433-T1	PF12854
HAX54_054433-T1	PF13041
HAX54_054436-T1	PF03463
HAX54_054437-T1	PF05030
HAX54_054438-T1	PF05764
HAX54_054438-T1	PF08265
HAX54_054440-T1	PF07279
HAX54_054443-T1	PF03311
HAX54_054444-T1	PF01138
HAX54_054444-T1	PF03725
HAX54_054445-T1	PF03479
HAX54_054447-T1	PF00682
HAX54_054448-T1	PF01490
HAX54_054449-T1	PF00394
HAX54_054449-T1	PF07731
HAX54_054449-T1	PF07732
HAX54_054450-T1	PF01529
HAX54_054451-T1	PF01809
HAX54_054452-T1	PF01237
HAX54_054453-T1	PF01357
HAX54_054453-T1	PF03330
HAX54_054454-T1	PF07714
HAX54_054456-T1	PF00230
HAX54_054459-T1	PF05770
HAX54_054459-T1	PF17927
HAX54_054464-T1	PF04844
HAX54_054470-T1	PF00271
HAX54_054471-T1	PF04851
HAX54_054478-T1	PF04055
HAX54_054478-T1	PF08608
HAX54_054482-T1	PF00226
HAX54_054482-T1	PF11926
HAX54_054487-T1	PF01088
HAX54_054488-T1	PF00378
HAX54_054491-T1	PF01397
HAX54_054491-T1	PF03936
HAX54_054492-T1	PF03936
HAX54_054493-T1	PF03936
