#seq_name	length	cov.	circ.	repeat	mult.	graph_path
contig_13439	13387	3	-	-	1	13439,*
contig_13440	20551	10	-	+	2	13440
contig_13441	31054	6	-	+	1	13441,*
contig_13442	122612	5	-	-	1	*,13442,7745,-13901,-6652,2531
contig_13444	9380	15	-	+	3	13444
contig_13445	17838	3	-	-	1	-13181,13445,*
contig_13446	1245	32	-	+	5	13446
contig_13447	116699	5	-	-	1	13447
contig_13448	270638	6	-	-	1	*,13448,-6656,-6656,-6656,-6656,-6656,-6656,-6656
contig_13449	71633	5	-	-	1	*,13449,-964
contig_13450	7051	19	-	+	3	*,13450,*
contig_13452	20679	4	-	-	1	*,13452,*
contig_13453	158510	4	-	-	1	*,13453,*
contig_13454	10272	5	-	+	1	13454
contig_13456	3398	3	-	+	1	13456
contig_13457	36735	4	-	-	1	*,13457,*
contig_13458	107344	4	-	-	1	*,13458
contig_13460	8623	9	-	+	2	13460,*
contig_13461	59554	5	-	-	1	*,13461,-6500
contig_13462	12371	3	-	-	1	13462,*
contig_13463	39919	4	-	-	1	*,13463
contig_13464	37370	4	-	-	1	13464,*
contig_13465	519	6	-	+	1	13465
contig_13466	502	6	-	+	1	13466
contig_13467	45203	5	-	-	1	*,13467,*
contig_13469	49927	5	-	-	1	*,13469,*
contig_13470	159306	4	-	-	1	*,13470,*
contig_13471	59293	5	-	-	1	*,13471,2789
contig_13472	3343	3	-	+	1	13472
contig_13473	39011	5	-	-	1	*,11170,13473,*
contig_13474	5585	6	-	-	1	13474
contig_13476	31087	3	-	-	1	*,13476,*
contig_13477	55564	5	-	-	1	*,13477,-4651
contig_13479	21538	5	-	-	1	-11343,-11343,-11343,11566,-6495,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,13479,*
contig_13480	575	3	-	+	1	13480
contig_13481	54867	3	-	-	1	*,13481,-4176,-4176,9700,9700,3130
contig_13482	52027	5	-	-	1	-6897,-8441,13482,*
contig_13483	4546	14	-	+	2	*,13483,*
contig_13484	4468	11	-	+	2	13484
contig_13485	140444	3	-	-	1	*,13485,*
contig_13488	47107	3	-	-	1	13488,11537
contig_13489	31485	4	-	-	1	*,13489
contig_13490	544	10	-	+	2	13490
contig_13491	56915	3	-	-	1	12581,13491,8979,*
contig_13492	22930	4	-	+	1	13492,*
contig_13493	52315	5	-	-	1	*,13493
contig_13494	6470	6	-	-	1	*,13494,*
contig_13495	9733	5	-	-	1	13495
scaffold_13496	360102	6	-	-	1	*,-13496,??,8685,7316,8685,5359,*
contig_13497	11850	3	-	-	1	13497,*
contig_13498	9206	3	-	-	1	*,13498,*
contig_13499	5047	3	-	-	1	*,13499,*
contig_13500	46793	3	-	-	1	3588,6656,6656,6656,6656,6656,6656,6656,6656,13500,*
contig_13501	135047	6	-	-	1	12412,-5829,-13730,12412,13501,*
contig_13502	53346	5	+	-	1	13502
contig_13503	6494	3	-	-	1	*,13503,*
contig_13504	21166	5	-	+	1	13504
contig_13505	6195	7	-	+	1	13505
contig_13506	42473	3	-	-	1	*,13506
contig_13507	930	67	-	+	11	13507
contig_13508	17225	5	+	-	1	13508
contig_13510	364058	6	-	-	1	13510,*
contig_13511	6492	4	-	+	1	13511
contig_13512	2516	3	-	+	1	13512
contig_13513	44066	4	-	-	1	*,13513,*
contig_13518	58264	3	-	-	1	13518
contig_13519	2402	43	-	+	7	13519
contig_13520	35450	3	-	-	1	*,11078,13520,*
contig_13521	34010	4	-	-	1	*,13521,5762
contig_13522	66106	7	-	-	1	13522,*
contig_13524	43955	8	-	-	1	7471,13524,*
contig_13525	9948	4	-	-	1	*,13525,*
contig_13526	74332	4	-	-	1	*,13526,*
contig_13528	59360	4	-	-	1	*,7190,13528,13655,9385
contig_13529	14031	13	-	+	2	*,13529
contig_13530	70737	4	-	-	1	13530,*
contig_13532	43450	5	-	-	1	13532,*
contig_13533	14525	4	-	+	1	*,13533
contig_13535	52076	5	-	-	1	13535
contig_13536	112607	5	-	-	1	*,13536,*
contig_13538	109385	3	-	-	1	*,13538,-14290,9664
contig_13539	24985	4	-	-	1	*,13539,-8720
contig_13541	36350	3	-	-	1	-6577,-6577,-6577,13541
contig_13542	46516	3	-	-	1	*,13542,*
contig_13543	42973	4	-	-	1	13543
contig_13544	17214	5	-	+	1	13544,*
contig_13545	46222	4	-	-	1	13545,-6656,-6656,-6656,-6656
contig_13546	106914	5	-	-	1	*,13546
contig_13547	19049	6	-	-	1	13547,8331,8826,6139,11578
contig_13548	32981	5	-	-	1	*,13548
contig_13550	89763	6	-	-	1	*,13550,*
contig_13551	96697	4	-	-	1	*,13551
contig_13552	43439	3	-	-	1	*,13552,*
contig_13554	2270	5	-	+	1	13554
contig_13555	19634	5	-	+	1	13555
contig_13556	5850	16	-	+	3	13556
contig_13557	39261	10	-	+	2	*,13557,*
contig_13558	2883	9	-	+	2	*,13558,*
contig_13559	15752	3	-	-	1	-11316,-7909,-6643,14312,13559,*
contig_13560	8467	3	-	-	1	13560
contig_13561	864	5	-	+	1	13561
contig_13562	47922	4	-	-	1	*,13562,*
contig_13563	24062	4	-	-	1	*,13563,-6666
contig_13565	73200	5	-	-	1	13565,*
contig_13566	5088	4	-	+	1	13566
contig_13567	32254	4	-	-	1	*,13567,*
contig_13569	12627	5	-	-	1	*,13569,6247
contig_13571	54142	4	-	-	1	*,13571,*
contig_13575	115253	4	-	-	1	*,13575,*
contig_13576	89711	3	-	-	1	13576,*
contig_13577	1174	7	-	+	1	13577
contig_13578	13514	4	-	-	1	*,13578,13709
contig_13579	3673	8	-	+	1	13579
contig_13580	42184	3	-	-	1	13580,*
contig_13582	1634	11	-	+	2	13582
contig_13583	21445	4	-	-	1	10602,13583,14697
contig_13584	44435	6	-	-	1	13584
contig_13585	88015	4	-	-	1	9527,13585,*
contig_13586	52219	6	-	-	1	13586,*
contig_13587	63784	6	-	-	1	13262,15106,13832,5456,11118,13653,13653,13653,-14776,-6350,13587
contig_13589	5159	5	-	-	1	*,13589,*
contig_13590	22299	6	-	-	1	*,13590,-1888
contig_13591	526	5	-	+	1	13591
contig_13593	3538	3	-	-	1	*,13593,*
contig_13594	27834	3	-	-	1	*,13594,13655,9385
contig_13595	35103	4	-	-	1	13595
contig_13597	9691	6	-	-	1	*,13597,*
contig_13598	34984	7	-	-	1	-4583,13598,*
contig_13599	960	3	-	+	1	13599
contig_13600	4722	4	-	-	1	*,13600,*
contig_13601	30215	4	-	-	1	-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,13601,*
contig_13602	39432	5	-	-	1	13602,-10202,*
contig_13604	65815	4	-	-	1	*,13604,*
contig_13605	17094	3	-	+	1	13605
contig_13606	10891	18	-	+	3	13606
contig_13607	506	6	-	+	1	13607
contig_13608	1256	3	-	+	1	13608
contig_13609	2587	3	-	+	1	13609
contig_13610	641	27	-	+	5	13610
contig_13611	87938	5	-	-	1	8133,13611,*
contig_13613	63255	3	-	-	1	*,13613,*
contig_13616	107929	3	-	-	1	*,13616,13139,7393
contig_13617	23705	3	-	-	1	13617,*
contig_13618	49102	5	-	-	1	9123,13618,11343,-11566,11343,11343,11343,11343,11343,11343,11343,11343,11343,11343,6495,-11566,-11566,-11566,11343
contig_13619	19386	3	-	-	1	13619
contig_13620	88944	5	-	-	1	13620,*
contig_13621	110417	4	-	-	1	*,13621,*
contig_13622	77268	4	-	-	1	*,13622,*
contig_13624	21463	3	-	-	1	13624,*
contig_13625	23924	5	-	-	1	*,13625,-11011
contig_13627	41834	3	-	-	1	*,13627,*
contig_13630	6945	3	-	-	1	*,13630,*
contig_13631	15449	5	-	-	1	-11487,-12918,13631
contig_13632	43206	4	-	-	1	*,13632
contig_13634	31572	4	-	-	1	13634,*
contig_13635	20741	4	-	-	1	13635,*
contig_13636	17681	3	-	-	1	13636
contig_13637	67904	4	-	-	1	1884,9201,13637,-12643
contig_13638	46632	4	-	-	1	*,13638,*
contig_13639	10411	6	-	-	1	13639,-13250,13614
contig_13640	47452	6	-	-	1	2438,-8922,13640,-13821,7224,-2779
contig_13641	45344	4	-	-	1	*,13641
contig_13642	14685	3	-	+	1	13642
contig_13643	5440	4	-	-	1	*,13643,*
contig_13645	2618	22	-	+	4	13645
contig_13646	32227	4	-	-	1	6570,13646,*
contig_13647	1965	4	-	+	1	13647
contig_13649	31430	7	-	-	1	*,13649,*
contig_13651	32833	5	-	-	1	*,13651,*
contig_13652	11756	3	-	-	1	*,13652
contig_13654	19585	4	-	-	1	*,13654,*
contig_13656	107651	3	-	-	1	*,13656,-8235
contig_13658	31098	4	-	-	1	*,13658,-13238,10626
contig_13659	84182	5	-	-	1	-7058,14030,-6611,13659,*
contig_13662	65988	3	-	-	1	5346,9963,13662
contig_13663	151453	4	-	-	1	*,13663,*
contig_13664	17430	4	-	-	1	13664
contig_13665	88708	4	-	-	1	*,13665
contig_13666	51376	4	-	-	1	13666,13655,9385
contig_13668	48828	6	-	-	1	13668,*
contig_13671	61620	4	-	-	1	*,13671,*
contig_13672	65090	9	-	+	2	*,13672,*
contig_13673	38826	4	-	-	1	*,13673,-11589,4498
contig_13675	48477	5	-	-	1	13675
contig_13676	90792	3	-	-	1	*,13676,*
contig_13677	47384	3	-	-	1	-9344,13677
contig_13678	38589	3	-	-	1	*,13678,*
contig_13679	8263	3	-	-	1	*,13679,*
contig_13680	83655	6	-	-	1	-7418,-7418,-7418,6261,13680
contig_13681	61364	6	-	-	1	*,9171,13681,9100,*
contig_13682	47101	4	-	-	1	-3606,13682,*
contig_13684	621	4	-	+	1	13684
contig_13685	29881	3	-	+	1	13685,*
contig_13686	15673	4	-	+	1	13686,*
contig_13689	59540	4	-	-	1	13689,-264
contig_13690	47452	4	-	-	1	*,13690,*
contig_13692	3787	25	-	+	4	13692
contig_13693	56692	4	-	-	1	13693
contig_13694	13840	6	-	-	1	13694
contig_13696	4147	19	-	+	3	13696
contig_13697	81207	4	-	-	1	*,13697,3515,*
contig_13698	65703	4	-	-	1	*,13698,*
contig_13701	46197	3	-	-	1	*,13701,*
contig_13705	27325	4	-	+	1	13705,*
contig_13708	50203	5	-	-	1	13708,*
contig_13710	27011	3	-	-	1	13710,*
contig_13711	90667	3	-	-	1	*,13711,10392,-11112,2164
contig_13712	11163	3	-	-	1	-14082,13712,11362
contig_13716	65784	4	-	-	1	*,13716,*
contig_13717	3973	5	-	-	1	*,13717,*
contig_13718	16398	3	-	-	1	13718,*
contig_13720	44399	3	-	-	1	-13181,13720,11343,11343,11343,11343,6495,-11566,11343,-11566,11343,-6523
contig_13721	50256	4	-	-	1	13721
contig_13722	25479	5	-	+	1	13722
contig_13723	28686	4	-	+	1	13723,*
contig_13725	18383	6	-	+	1	13725
contig_13726	7653	3	-	-	1	*,13726,*
contig_13727	59823	4	-	-	1	-14192,8992,13727
contig_13731	32794	3	-	-	1	*,8950,13731
contig_13732	3771	4	-	+	1	13732
contig_13734	899	7	-	+	1	13734
contig_13735	3826	8	-	+	1	13735
contig_13736	44519	5	-	-	1	*,13736,*
contig_13739	84673	5	-	-	1	*,-8074,13739
contig_13740	106191	6	-	-	1	*,13740,*
contig_13741	28051	3	-	-	1	-10601,13741,*
contig_13742	55989	3	-	-	1	13742,-14211
contig_13745	553	5	-	+	1	13745
contig_13747	3748	10	-	+	2	13747
contig_13748	10926	3	-	-	1	*,13748
contig_13749	21760	3	-	-	1	13749
contig_13750	43635	3	-	-	1	*,13750,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331
contig_13752	17503	4	-	-	1	13752,*
contig_13754	2052	16	-	+	3	13754
contig_13755	201350	5	-	-	1	*,13755,*
contig_13757	13472	5	-	+	1	13757,*
contig_13758	39672	5	-	-	1	*,13758,*
contig_13759	16168	3	-	+	1	13759
contig_13760	30522	3	-	-	1	*,13760
contig_13761	17432	3	-	+	1	*,13761
contig_13762	2598	4	-	-	1	*,13762,*
contig_13763	97770	6	-	-	1	*,13763
contig_13764	48783	4	-	-	1	*,13764,*
contig_13766	4025	4	-	+	1	13766
contig_13767	6956	5	-	-	1	*,13767,*
contig_13768	112349	3	-	-	1	13768,10555
contig_13769	71515	4	-	-	1	-4684,-11446,13769,2035
contig_13771	104542	6	-	-	1	*,13771,*
contig_13772	70428	4	-	-	1	*,13772,*
contig_13774	6233	4	-	-	1	*,13774,*
contig_13775	45699	5	-	-	1	*,13775,6139,11578,12060
contig_13777	21852	6	-	-	1	13385,13777,*
contig_13778	21794	5	-	-	1	*,13778,8341
contig_13780	4357	5	-	+	1	13780
contig_13782	6040	4	-	+	1	13782
contig_13783	5487	14	-	+	2	13783
contig_13784	31816	4	-	-	1	13784,*
contig_13785	3742	4	-	+	1	13785
contig_13786	4872	8	-	-	1	*,13786,*
contig_13787	8402	5	-	+	1	13787
contig_13788	19982	5	-	-	1	-4734,13788,4734
contig_13789	8385	4	-	-	1	*,13789,*
contig_13790	18817	5	-	-	1	*,13790
contig_13791	45562	6	-	-	1	*,13791,*
contig_13793	1233	4	-	+	1	13793
contig_13794	28539	4	-	+	1	13794
contig_13795	53472	3	-	-	1	*,13795,14830,10379
contig_13797	4584	4	-	+	1	13797
contig_13800	46375	3	-	-	1	13800,*
contig_13801	17436	8	-	-	1	-3841,13801,-6765,5769,8876
contig_13802	27306	3	-	-	1	*,-13371,13802,*
contig_13803	50618	3	-	-	1	*,13803,*
contig_13805	9835	4	-	-	1	*,13805,*
contig_13806	22982	4	-	+	1	13806
contig_13807	100593	5	-	-	1	*,13807,-2117
contig_13810	28308	5	-	-	1	*,13810,*
contig_13811	54620	4	-	-	1	*,13811,*
contig_13813	30654	4	-	-	1	13813,*
contig_13815	94822	3	-	-	1	*,13815,-8958
contig_13816	2167	25	-	+	4	13816
contig_13817	55691	3	-	-	1	*,13817
contig_13818	69812	5	-	-	1	6706,6374,13818,*
contig_13819	31503	3	-	-	1	*,13819
contig_13820	849	8	-	+	1	13820
contig_13823	52807	6	-	-	1	11854,13823,*
contig_13826	81141	4	-	-	1	*,13826,*
contig_13827	60932	5	-	-	1	*,13827
contig_13828	38453	4	-	-	1	*,13828,*
contig_13829	1013	11	-	+	2	13829
contig_13830	119453	6	-	-	1	-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,13830,-12956,-12956,-3262
contig_13831	32661	4	-	-	1	*,13831,*
contig_13833	14716	4	-	-	1	13833,9485,-7357,7010,7010,-2335,-2335
contig_13835	2216	6	-	+	1	13835
contig_13836	3158	9	-	+	2	13836
contig_13840	29831	3	-	+	1	13840
contig_13841	66379	3	-	-	1	*,13841,*
contig_13842	90293	4	-	-	1	*,13842,*
contig_13843	17967	4	-	-	1	3110,13843,*
contig_13844	21489	4	-	+	1	*,13844
contig_13845	22336	4	-	-	1	13845,*
contig_13846	5971	3	-	+	1	13846
contig_13847	66539	4	-	-	1	-10379,-14830,13847,*
contig_13848	38682	5	-	-	1	*,13848,-1879
contig_13851	57932	5	-	-	1	12448,13851
contig_13853	58366	4	-	-	1	-12557,6656,6656,6656,6656,6656,6656,6656,6656,13853,*
contig_13854	161380	4	-	-	1	*,13854,*
contig_13856	49507	5	-	+	1	13856
contig_13857	4793	3	-	+	1	13857
contig_13858	4701	4	-	+	1	13858
contig_13859	71920	4	-	-	1	*,13859,13855
contig_13861	41424	4	-	-	1	*,13861,-13615
contig_13863	6699	1	-	+	1	13863
contig_13864	3593	8	-	+	1	13864
contig_13865	6464	9	-	+	2	13865
contig_13866	138698	4	-	-	1	*,13866,*
contig_13867	26417	3	-	+	1	13867
contig_13868	4315	9	-	+	2	*,13868,*
contig_13869	6375	3	-	-	1	13869,11152
contig_13870	97669	7	-	-	1	*,13870,*
contig_13872	4971	3	-	+	1	13872
contig_13873	49488	4	-	-	1	13873
contig_13874	109159	5	-	-	1	*,13874,*
contig_13875	28087	3	-	-	1	-14930,-14930,-14930,-14930,-14930,13875,14930,14930,14930,14930,14930,14930,14930,14930,14930
contig_13876	25139	6	-	+	1	13876
contig_13877	38022	5	-	-	1	13877,-11375
contig_13879	27731	3	-	-	1	13879,-7023,8915,-11503
contig_13880	1093	4	-	+	1	13880
contig_13881	117087	4	-	-	1	*,13881
contig_13884	34440	6	-	-	1	*,12104,12104,12104,13884,*
contig_13886	13112	5	-	+	1	13886
contig_13888	154579	5	-	-	1	*,13888,*
contig_13890	48842	4	-	-	1	2524,-1819,13890,*
contig_13891	63540	4	-	-	1	13891,6338,*
contig_13892	100937	6	-	-	1	*,13892,*
contig_13893	38693	3	-	-	1	*,13893
contig_13894	57908	4	-	-	1	*,13894,-10658
contig_13895	35572	5	-	-	1	*,13895,*
contig_13896	5132	7	-	+	1	13896
contig_13897	30792	7	-	-	1	6517,13897,-13164,-13265,-10401,13399,-13164,-13265,-10401,5974,13399,-13164,-13265,-10401,13399,-13164
contig_13898	130104	3	-	-	1	5736,-7537,13898,14674,*
contig_13899	58621	5	-	-	1	*,13899,8602
contig_13903	51652	4	-	-	1	-12442,13903,*
contig_13904	201857	5	-	-	1	*,13904,*
contig_13906	42503	4	-	-	1	*,13906,2904
contig_13908	16248	4	-	-	1	13908
contig_13909	46441	4	-	-	1	*,13909,12822,12822,12822,12822,12822,-6334
contig_13910	181502	6	-	-	1	*,13910,*
contig_13911	224616	4	-	-	1	*,13911,*
contig_13913	46861	4	-	-	1	*,13913
contig_13915	45019	6	-	-	1	13915,10697
contig_13916	69594	5	-	-	1	13916
contig_13917	105528	7	-	-	1	*,13917,*
contig_13918	777	85	-	+	14	13918
contig_13921	26371	3	-	-	1	*,13921,*
contig_13922	15198	4	-	-	1	13922,*
contig_13923	38360	6	-	-	1	*,13923
contig_13924	804	65	-	+	11	13924
contig_13925	59620	3	-	-	1	13925,*
contig_13926	33058	7	-	-	1	-12230,7957,8580,13926,11845,-8580
contig_13929	2438	3	-	+	1	13929
contig_13930	43946	3	-	-	1	*,13930
contig_13931	45973	4	-	-	1	*,13931,-5842
contig_13932	71350	3	-	-	1	*,13932,*
contig_13933	95853	5	-	-	1	*,13933,10289
contig_13934	3952	4	-	+	1	13934
contig_13935	58879	6	-	-	1	13935
contig_13936	36731	5	-	-	1	*,13936
contig_13937	61070	4	-	-	1	7536,-13570,7361,13937
contig_13939	53739	3	-	-	1	*,13939,-6848,-12444
contig_13940	102171	12	-	+	2	13940,*
contig_13942	70045	5	-	-	1	*,13942
contig_13943	60978	5	-	-	1	*,13943,12409
contig_13944	7901	3	-	-	1	*,13944,*
contig_13945	59275	3	-	-	1	*,13945,*
contig_13947	120565	5	-	-	1	11311,7783,13947,*
contig_13948	44712	3	-	-	1	*,13948,*
contig_13949	8679	5	-	-	1	*,13949,*
contig_13950	53829	4	-	-	1	-9385,-13655,13950
contig_13951	18753	5	-	-	1	13951
contig_13952	7352	5	-	+	1	13952
contig_13954	54562	4	-	-	1	6441,13954,*
contig_13955	61413	3	-	-	1	*,13955,13655,9385
contig_13956	73337	6	-	-	1	*,13956,8882,13629
contig_13957	33894	4	-	-	1	*,13957,*
contig_13958	41080	5	-	-	1	-2369,13958,*
contig_13959	21323	5	-	-	1	*,13959,-9757,*
contig_13961	42868	5	-	-	1	*,13961,*
contig_13962	1203	17	-	+	3	13962
contig_13963	85540	7	-	-	1	-225,-9601,13963,-12132,*
contig_13964	25576	5	-	-	1	*,13964,*
contig_13965	12935	3	-	-	1	13965,*
contig_13968	20117	4	-	+	1	13968
contig_13969	18416	5	-	-	1	5490,13969,*
contig_13971	31392	3	-	-	1	*,13971,13655,9385
contig_13972	3315	3	-	-	1	5525,7646,13972,*
contig_13974	36428	9	-	+	2	13974,*
contig_13976	29516	5	-	-	1	*,13976,*
contig_13978	137149	6	-	-	1	-4764,13596,5140,8473,6336,-2230,-4764,-6024,4755,-2230,13978
contig_13980	152245	5	-	-	1	*,13980,*
contig_13981	20251	3	-	-	1	13981,*
contig_13982	4085	69	-	+	12	13982
contig_13983	7932	4	-	-	1	13983
contig_13986	51437	6	-	-	1	13986,*
contig_13989	41916	5	-	-	1	13989,*
contig_13990	54833	4	-	-	1	*,13990,*
contig_13991	5919	3	-	+	1	13991
contig_13993	1073	15	-	+	3	13993
contig_13994	60691	5	-	-	1	*,13994,*
contig_13995	104203	6	-	-	1	*,13995,-13878
contig_13996	32752	5	-	-	1	*,13996,-6092
contig_13997	16074	4	-	+	1	13997
contig_13998	44753	4	-	-	1	*,13998,*
contig_13999	84635	4	-	-	1	*,13999,*
contig_14001	31960	3	-	-	1	14001,6066,*
contig_14002	36178	5	-	-	1	14002,7943,13035,-13855
contig_14003	81824	3	-	-	1	*,14003,*
contig_14004	8511	6	-	+	1	14004
contig_14005	63696	3	-	-	1	13878,14005,*
contig_14007	56348	5	-	-	1	*,14007,*
contig_14008	39328	4	-	-	1	-8095,14008
contig_14009	40961	5	-	-	1	14009,-6313
contig_14010	9553	3	-	-	1	*,14010,*
contig_14011	29587	3	-	-	1	*,14011,*
contig_14012	730	4	-	+	1	14012
contig_14013	21963	4	-	-	1	14013
contig_14017	33795	6	-	-	1	-6967,14017
contig_14018	23479	3	-	-	1	14018,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049
contig_14019	24692	6	-	-	1	*,14019,8454
contig_14020	203933	4	-	-	1	*,14020,*
contig_14021	20158	6	-	+	1	14021
contig_14022	9245	4	-	+	1	14022
contig_14023	25319	3	-	-	1	4224,14023,*
contig_14024	80674	3	-	-	1	*,14024,11529
contig_14025	12876	1	-	+	1	*,14025
contig_14026	8297	5	-	+	1	14026
contig_14027	154481	6	-	-	1	*,14027,*
contig_14029	64804	3	-	-	1	*,14029,7331,14930,14930,14930,14930,14930,14930,14930,14930,14930
contig_14031	8238	3	-	-	1	*,14031,*
contig_14032	31934	3	-	-	1	*,14032,*
contig_14033	32832	3	-	-	1	14033,*
contig_14034	38349	5	-	+	1	14034,*
contig_14035	16267	4	-	-	1	*,14035,-11736
contig_14036	1210	24	-	+	4	14036
contig_14037	31500	4	-	-	1	*,14037,*
contig_14038	4778	5	-	+	1	14038
contig_14039	1223	34	-	+	6	14039
contig_14040	53209	4	-	-	1	8757,14040
contig_14042	23246	3	-	-	1	*,14042,*
contig_14043	38634	6	-	-	1	-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,14043,1950
contig_14044	81171	6	-	-	1	*,8734,14044,*
contig_14045	3564	7	-	+	1	*,14045
contig_14046	1654	9	-	+	2	14046
contig_14047	60347	3	-	-	1	*,14047,14936
contig_14048	965	20	-	+	3	14048
contig_14049	104910	5	-	-	1	*,14049,*
contig_14051	43646	5	-	-	1	-6079,14051,9703
contig_14052	70873	5	-	-	1	14052
contig_14053	34859	6	-	-	1	-11316,-7909,14821,-14588,6688,14053,-15088,11343,11343,11343,11343,11343,11343,11343,11343,11343,6495,-11566,-11566,-11566,11343
contig_14054	67792	3	-	-	1	*,14054,*
contig_14055	51967	3	-	-	1	*,14055,*
contig_14056	20328	7	-	+	1	14056
contig_14058	36130	8	-	-	1	*,14058,*
contig_14059	4684	3	-	+	1	14059
contig_14060	31511	3	-	+	1	14060
contig_14061	38450	3	-	-	1	14061,*
contig_14062	63842	5	-	-	1	*,14062
contig_14064	15708	5	-	-	1	*,14064
contig_14065	31775	3	-	+	1	*,14065
contig_14066	871	35	-	+	6	14066
contig_14068	57179	5	-	-	1	14068,*
contig_14070	9050	3	-	-	1	*,14070,*
contig_14071	95856	4	-	-	1	*,1026,14071,*
contig_14072	2564	14	-	+	2	14072
contig_14073	27171	4	-	-	1	*,14073,6577,6577
contig_14074	127644	4	-	-	1	14074,*
contig_14075	5471	3	-	-	1	*,14075,*
contig_14077	5567	6	-	-	1	*,14077,*
contig_14078	28775	3	-	-	1	*,11219,-6584,5750,14078,*
contig_14079	11716	3	-	+	1	14079
contig_14080	97500	4	-	-	1	*,14080,-6392
contig_14081	24587	4	-	-	1	*,14081,*
contig_14083	153472	5	-	-	1	*,14083,*
contig_14086	3413	3	-	-	1	*,14086,*
contig_14087	6873	5	-	-	1	6171,14087
contig_14088	3480	3	-	-	1	*,14088,*
contig_14089	38567	6	-	-	1	14089,9633,*
contig_14090	90520	4	-	-	1	14090,*
contig_14091	5067	7	-	-	1	*,14091,*
contig_14092	14992	5	-	-	1	-9739,-11124,-14930,14092,*
contig_14093	201287	5	-	-	1	14093,-6656,-6656,-6656,-6656,-6656
contig_14096	20156	5	-	-	1	14096,*
contig_14097	121093	5	-	-	1	*,14097,-5346
contig_14098	104273	4	-	-	1	*,14098,-8568
contig_14099	4038	11	-	+	2	14099
contig_14100	33100	5	-	-	1	10337,-7777,14100,*
contig_14102	25748	4	-	-	1	*,14102,-12644,-13515
contig_14103	7432	3	-	-	1	*,14103,*
contig_14104	78126	3	-	-	1	*,14104,*
contig_14105	1128	11	-	+	2	14105
contig_14106	23617	3	-	-	1	14106
contig_14107	16716	3	-	-	1	*,14107
contig_14108	64797	5	-	-	1	*,14108,9485,-7357,7010,7010,-2335,14472
contig_14109	867	35	-	+	6	14109
contig_14110	140901	5	-	-	1	14110,*
contig_14112	34392	3	-	-	1	*,14112,*
contig_14114	52381	4	-	-	1	*,14114
contig_14115	13666	4	-	-	1	*,14115
contig_14116	3045	22	-	+	4	14116
contig_14117	31047	5	-	-	1	14117,*
contig_14119	6161	3	-	-	1	14119
contig_14120	5782	4	-	-	1	*,14120,*
contig_14121	23841	3	-	-	1	*,14121,-5119,-3310
contig_14122	36124	4	-	+	1	*,14122
contig_14123	6771	3	-	-	1	*,14123,*
contig_14124	28119	5	-	-	1	14124,*
contig_14126	30993	6	-	-	1	*,14126
contig_14127	14687	4	-	-	1	14127,*
contig_14128	45496	4	-	-	1	*,14128,*
contig_14129	8001	3	-	-	1	*,14129,*
contig_14131	52748	3	-	-	1	*,14131,-2359,*
contig_14132	39762	4	-	-	1	14132,*
contig_14133	42157	7	-	-	1	*,14133,5588
contig_14134	1780	6	-	+	1	14134
contig_14135	7678	4	-	-	1	*,14135,*
contig_14136	24875	7	-	-	1	14557,14136,*
contig_14137	2682	4	-	-	1	*,14137,*
contig_14138	8615	8	-	+	1	14138
contig_14139	46477	3	-	-	1	*,14139,-7827
contig_14140	23144	9	-	+	2	14140,*
contig_14141	59007	4	-	-	1	14141
contig_14142	6743	4	-	-	1	*,14142,*
contig_14143	672	5	-	+	1	14143
contig_14145	51474	3	-	-	1	14145,-7335
contig_14146	68872	4	-	-	1	*,14146,*
contig_14147	149907	6	-	-	1	5165,14147,-410
contig_14148	30842	3	-	+	1	14148
contig_14150	91999	6	-	-	1	*,14150,-14549
contig_14151	20819	4	-	-	1	14151,*
contig_14152	1491	10	-	+	2	14152
contig_14153	115532	4	-	-	1	*,14153,*
contig_14154	53265	3	-	-	1	*,14154
contig_14155	13575	10	-	+	2	*,14155
contig_14156	50344	6	-	-	1	14156,*
contig_14157	961	3	-	+	1	14157
contig_14159	87692	4	-	-	1	*,14159,*
contig_14160	9780	3	-	-	1	*,14160,*
contig_14161	19034	4	-	-	1	*,14161
contig_14162	4489	5	-	-	1	*,14162,*
contig_14163	23483	6	-	-	1	14163
contig_14164	30421	3	-	-	1	*,14164,-11183,-6688,6663,-6155,-6155
contig_14165	23451	4	-	-	1	*,14165,12822,12822,12822,12822,12822,12822,12822,12822,12822,-3375,10049,10049,10049,10049,10049,10049,10049,10049
contig_14166	7313	4	-	+	1	14166
contig_14167	57231	5	-	-	1	*,14167,-8845,7010,7010,-2335,-2335,-2335
contig_14168	5092	4	-	-	1	*,14168,*
contig_14169	47665	6	-	-	1	-5425,6171,-9988,14169,*
contig_14170	4477	5	-	-	1	*,14170,*
contig_14171	137570	3	-	-	1	*,14171,*
contig_14172	65195	4	-	-	1	*,14172,*
contig_14174	3562	6	-	+	1	14174
